"","V1"
"160",0.0354892266397551
"161",-0.376117167899518
"162",-0.279551804696712
"163",0.309406846557607
"164",0.245939195370433
"165",-0.225399965197596
"166",-0.362942171993555
"167",0.117966424870643
"168",0.60162183395317
"169",-0.239110532168121
"170",0.0425828525576953
"171",0.361115082633363
"172",-0.215508943456651
"173",0.407031775201913
"174",-0.286732202876197
"175",-0.405718419577201
"176",0.6798050440474
"177",0.229874669577317
"178",-0.300256812177767
"179",0.540809568172736
"180",-0.0351618683771097
"181",0.264836108618723
"182",-0.365325622209569
"183",-0.528272131167586
"184",-0.0352286176909353
"185",-0.502600547900071
"186",-0.314478737469793
"187",0.833832872187212
"188",-0.187852002816331
"189",0.537736773573407
"190",0.66999173597752
"191",0.300079115549334
"192",-0.338469819928596
"193",-0.295320545868714
"194",-0.227177962802034
"195",-0.571300490295324
"196",0.00155060219922448
"197",0.319805669198158
"198",-0.069625987524245
"199",-0.560349613082188
"200",0.315828279114596
"201",0.470822892280307
"202",0.661680727803844
"203",0.0773434189490568
"204",-0.35975129421445
"205",-0.512286552599768
"206",0.229743976709107
"207",0.246137818504332
"208",0.40402589737718
"209",-0.26564772596519
"210",0.0747846493053986
"211",-0.330530592879049
"212",0.517929804918847
"213",-0.64553725426559
"214",-0.0988408876661423
"215",0.944675539532041
"216",-0.155799899960644
"217",-1.06578309862256
"218",0.0336812353870983
"219",1.07373940522755
"220",-0.155620790256255
"221",-0.802731688213397
"222",0.341583934246608
"223",0.744349599658134
"224",0.431633326072234
"225",-0.0348073824556454
"226",0.211443943329332
"227",-0.884549557666126
"228",0.182795181188409
"229",0.238439849769851
"230",-0.313530743819646
"231",-0.440566095721574
"232",0.719605438616385
"233",-0.203379672387276
"234",0.673165604047322
"235",0.0101772111547282
"236",1.28956334986634
"237",0.403596477443184
"238",0.232619791369434
"239",0.491467976389434
"240",-1.41453362966995
"241",-0.970413498385014
"242",0.286224090487114
"243",0.427756863168934
"244",-0.40143551847735
"245",-0.927665353076575
"246",-0.42709032050172
"247",-0.201359978964471
"248",0.385680196986483
"249",0.0490641584095304
"250",-0.103909766644731
"251",0.171905911537013
"252",-0.0116430057355988
"253",-0.380386791865996
"254",0.0998359656243818
"255",0.0501397288225759
"256",0.320961680897397
"257",-0.51993312163745
"258",0.704460495073962
"259",-0.250879866197503
"260",0.445361638777693
"261",-0.054488302501307
"262",-0.301287589983417
"263",-0.125185133094047
"264",0.511569106176314
"265",-0.376584312557474
"266",0.824299633386922
"267",-0.300883308514059
"268",-0.308063820932888
"269",-0.112602604815882
"270",0.156807415427257
"271",-0.454418890051955
"272",-0.270848666529742
"273",-0.484317683371657
"274",0.485672973001922
"275",-0.0537799554232984
"276",0.643062949568973
"277",0.538068494064837
"278",-0.468813000531814
"279",-0.603445252381887
"280",0.365546657320674
"281",-0.174150723401001
"282",-0.495706476001587
"283",-0.169581230593317
"284",-0.00680861004014932
"285",-0.829036778125701
"286",-0.0216060857995783
"287",-0.0818137374104523
"288",-0.318222662800252
"289",-1.32061774840872
"290",0.292774483926539
"291",-0.117888510809424
"292",-0.190345111558652
"293",0.0831693639526762
"294",0.657026639818746
"295",1.28667217398556
